Axis1,Axis2,Axis3,Steps,Lux,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying
742,749,1321,10,885,0,10,0,0
468,526,1184,8,362,0,10,0,0
414,475,1786,13,168,0,10,0,0
508,484,783,4,215,0,10,0,0
56,387,129,3,294,5,0,0,5
137,263,49,2,197,0,10,0,0
580,655,504,7,83,0,10,0,0
203,213,76,2,99,0,10,0,0
24,157,69,1,46,5,0,0,5
11,136,45,2,31,8,0,0,2
46,126,0,1,44,10,0,0,0
14,113,0,1,59,9,0,0,1
56,383,100,1,27,6,0,0,4
112,279,130,2,36,0,10,0,0
33,186,18,1,46,10,0,0,0
94,358,122,2,68,0,10,0,0
50,104,2,1,53,9,0,0,1
49,265,106,2,76,7,0,0,3
66,261,65,2,90,9,0,0,1
88,305,60,1,76,0,10,0,0
228,244,130,2,159,0,10,0,0
295,303,385,6,97,0,10,0,0
332,277,363,6,58,0,10,0,0
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
28,22,0,0,21,0,0,0,10
0,0,0,0,0,0,0,0,10
479,308,418,3,50,0,10,0,0
503,82,85,2,108,0,10,0,0
347,409,435,5,82,0,10,0,0
188,83,79,2,83,0,10,0,0
253,373,348,4,28,0,10,0,0
223,376,355,6,107,0,10,0,0
352,174,230,5,432,0,10,0,0
349,38,74,2,377,0,10,0,0
344,100,89,4,251,0,10,0,0
546,160,159,3,193,0,10,0,0
350,143,176,4,150,0,10,0,0
220,271,486,5,641,0,10,0,0
25,63,26,2,629,2,0,0,8
110,189,59,2,561,0,10,0,0
185,83,51,1,1086,0,10,0,0
82,67,57,1,1038,0,10,0,0
1,5,5,0,155,0,0,0,10
0,171,43,0,92,1,0,0,9
6,30,0,1,25,2,0,0,8
0,70,8,0,0,0,0,6,4
9,72,11,1,0,0,0,6,4
11,0,5,0,0,0,0,5,5
0,0,0,0,0,0,0,5,5
0,0,0,0,0,0,0,9,1
27,9,30,1,63,0,0,3,7
0,0,1,0,53,0,0,10,0
0,0,0,0,63,0,0,10,0
0,39,6,0,67,0,0,10,0
0,4,0,0,81,0,0,10,0
0,6,1,0,93,0,0,10,0
0,0,0,0,88,0,0,10,0
0,2,11,0,24,0,0,10,0
0,4,3,0,0,0,0,10,0
0,7,0,0,32,0,0,10,0
10,15,38,1,0,0,0,10,0
7,6,31,1,0,0,0,10,0
0,0,2,0,0,0,0,10,0
6,22,31,0,0,0,0,10,0
0,1,6,0,0,0,0,10,0
0,0,0,0,0,0,0,10,0
0,30,4,0,0,0,0,10,0
51,92,49,1,0,0,0,7,3
2,26,7,0,0,0,0,10,0
0,4,2,0,0,0,0,10,0
0,42,24,0,0,0,0,10,0
0,14,9,0,0,0,0,10,0
0,27,3,0,0,0,0,10,0
15,81,75,1,174,0,0,10,0
41,83,81,2,1044,0,0,10,0
0,0,2,0,1092,0,0,10,0
0,2,0,0,375,0,0,10,0
0,18,7,0,303,0,0,10,0
24,97,40,1,222,0,0,10,0
0,38,13,0,254,0,0,10,0
0,0,0,0,192,0,0,10,0
0,0,4,0,311,0,0,10,0
0,16,7,0,284,0,0,10,0
0,0,0,0,277,0,0,10,0
0,0,0,0,299,0,0,10,0
36,93,29,1,273,0,0,10,0
73,90,41,1,439,0,10,0,0
18,81,92,1,462,0,0,10,0
0,2,2,0,239,0,0,10,0
0,0,0,0,280,0,0,10,0
1,43,8,0,388,0,0,10,0
0,18,6,0,299,0,0,10,0
0,6,1,0,213,0,0,10,0
0,19,5,0,302,0,0,10,0
0,11,5,0,395,0,0,10,0
0,17,10,0,631,0,0,10,0
0,4,2,0,346,0,0,10,0
0,0,0,0,320,0,0,10,0
0,24,0,0,371,0,0,10,0
0,0,4,0,355,0,0,10,0
0,11,5,0,551,0,0,10,0
18,14,16,1,441,0,0,10,0
0,0,0,0,428,0,0,10,0
0,0,0,0,369,0,0,10,0
0,0,0,0,432,0,0,10,0
8,42,23,0,645,0,0,10,0
0,3,1,0,779,0,0,10,0
0,3,37,0,630,0,0,10,0
0,39,0,0,413,0,0,10,0
0,0,0,0,358,0,0,10,0
8,30,42,1,483,0,0,10,0
2,4,6,0,701,0,0,10,0
2,0,11,0,632,0,0,10,0
3,53,49,0,721,0,0,10,0
0,0,0,0,384,0,0,10,0
0,0,0,0,232,0,0,10,0
0,29,4,0,353,0,0,10,0
0,47,7,0,374,0,0,10,0
0,0,0,0,310,0,0,10,0
0,2,0,0,392,0,0,10,0
82,141,53,2,462,0,10,0,0
35,92,72,3,372,0,0,10,0
21,61,31,0,283,0,0,10,0
0,14,0,0,287,0,0,10,0
0,5,6,0,259,0,0,10,0
1,14,43,1,311,0,0,10,0
29,72,39,1,350,0,0,10,0
114,141,126,2,324,0,10,0,0
30,41,77,1,233,0,0,10,0
17,74,31,1,207,0,0,10,0
111,149,55,2,286,0,10,0,0
401,296,406,6,1305,0,10,0,0
186,168,262,4,486,0,10,0,0
122,192,230,2,890,0,10,0,0
487,199,274,4,310,0,10,0,0
247,85,144,2,281,0,10,0,0
0,0,0,0,373,3,0,1,6
172,14,12,1,369,0,10,0,0
191,218,131,3,232,0,10,0,0
170,225,127,1,246,0,10,0,0
0,0,0,0,333,0,0,10,0
0,0,0,0,373,0,0,10,0
0,0,0,0,389,0,0,10,0
254,49,114,1,343,0,10,0,0
0,0,0,0,342,0,0,10,0
0,0,0,0,356,0,0,10,0
134,62,79,1,339,0,10,0,0
0,0,0,0,361,0,0,10,0
0,0,0,0,347,0,0,10,0
0,0,0,0,363,0,0,10,0
0,23,0,0,372,0,0,10,0
102,125,78,2,126,0,10,0,0
10,0,0,0,48,10,0,0,0
53,0,9,0,131,9,0,0,1
459,284,565,7,215,0,10,0,0
669,515,1205,12,227,0,10,0,0
647,622,1655,13,182,0,10,0,0
415,335,800,6,146,0,10,0,0
650,148,431,5,328,0,10,0,0
112,0,20,0,113,0,10,0,0
111,115,66,3,112,0,10,0,0
97,126,104,2,115,0,10,0,0
117,187,227,7,667,0,10,0,0
83,57,105,3,122,0,10,0,0
64,0,36,1,125,0,0,7,3
48,63,39,1,114,0,0,10,0
91,19,69,1,134,0,10,0,0
21,15,30,2,111,0,0,8,2
0,0,0,0,124,0,0,0,10
88,4,0,0,163,0,10,0,0
0,0,0,0,177,4,0,0,6
98,105,48,1,133,0,10,0,0
0,0,0,0,144,0,0,10,0
33,55,50,1,119,0,0,8,2
117,13,53,2,93,0,10,0,0
9,9,0,0,120,0,0,10,0
0,0,0,0,126,0,0,7,3
0,0,0,0,114,0,0,10,0
103,146,57,1,131,0,10,0,0
102,115,197,5,128,0,10,0,0
0,0,0,0,114,0,0,5,5
0,0,0,0,119,0,0,6,4
0,0,0,0,115,0,0,10,0
73,39,77,2,79,0,10,0,0
0,0,0,0,76,0,0,9,1
31,74,105,2,83,0,0,0,10
51,30,34,1,62,0,0,2,8
70,108,83,2,55,0,10,0,0
129,51,96,2,97,0,10,0,0
0,0,0,0,142,0,0,0,10
0,0,0,0,136,0,0,0,10
0,0,0,0,139,0,0,0,10
99,40,42,2,138,0,10,0,0
221,171,400,7,680,0,10,0,0
214,242,94,3,923,0,10,0,0
131,88,15,2,1045,0,10,0,0
0,0,0,0,1019,0,0,0,10
0,0,0,0,1071,0,0,0,10
0,0,0,0,1125,0,0,0,10
0,0,0,0,1175,0,0,0,10
0,0,0,0,1285,0,0,0,10
0,0,0,0,1326,0,0,0,10
0,0,0,0,1158,0,0,0,10
0,0,0,0,1232,0,0,0,10
0,0,0,0,1245,0,0,0,10
0,0,0,0,1294,0,0,0,10
0,0,0,0,1346,0,0,0,10
0,11,2,0,1378,0,0,0,10
0,0,0,0,1105,0,0,0,10
0,16,21,0,1051,0,0,0,10
0,0,0,0,1057,0,0,0,10
0,0,4,0,1097,0,0,0,10
0,0,0,0,1014,0,0,0,10
0,0,0,0,1113,0,0,0,10
0,0,0,0,1107,0,0,0,10
0,0,0,0,1114,0,0,0,10
0,0,0,0,1113,0,0,0,10
0,0,0,0,1084,0,0,0,10
0,0,0,0,1015,0,0,0,10
0,0,0,0,1102,0,0,0,10
0,0,0,0,1132,0,0,0,10
0,0,0,0,1131,0,0,0,10
0,0,0,0,1145,0,0,0,10
0,0,0,0,1096,0,0,0,10
0,0,0,0,1086,0,0,0,10
0,0,0,0,1089,0,0,0,10
0,0,0,0,1098,0,0,0,10
0,0,0,0,1098,0,0,0,10
0,0,0,0,1115,0,0,0,10
0,0,0,0,1133,0,0,0,10
0,0,0,0,1155,0,0,0,10
0,0,0,0,1165,0,0,0,10
0,0,0,0,1174,0,0,0,10
0,0,0,0,1175,0,0,0,10
0,0,0,0,1168,0,0,0,10
0,0,0,0,1167,0,0,0,10
0,0,0,0,1172,0,0,0,10
0,0,0,0,1173,0,0,0,10
0,0,0,0,1161,0,0,0,10
0,0,0,0,1099,0,0,0,10
0,0,0,0,1102,0,0,0,10
0,0,0,0,1122,0,0,0,10
0,0,0,0,1126,0,0,0,10
0,0,0,0,1114,0,0,0,10
0,0,0,0,1115,0,0,0,10
0,0,0,0,1123,0,0,0,10
0,0,0,0,1138,0,0,0,10
38,65,12,1,1328,0,0,0,10
0,0,0,0,1191,0,0,0,10
0,0,0,0,1115,0,0,0,10
0,0,0,0,1114,0,0,0,10
0,0,0,0,1236,0,0,0,10
0,0,0,0,1261,0,0,0,10
0,0,0,0,1255,0,0,0,10
0,0,0,0,1236,0,0,0,10
0,0,0,0,1209,0,0,0,10
0,0,0,0,1210,0,0,0,10
0,0,0,0,1254,0,0,0,10
0,0,0,0,1245,0,0,0,10
0,0,0,0,1246,0,0,0,10
0,0,0,0,1245,0,0,0,10
0,0,0,0,1220,0,0,0,10
0,0,0,0,1213,0,0,0,10
0,0,0,0,1217,0,0,0,10
0,0,0,0,1220,0,0,0,10
0,0,0,0,1217,0,0,0,10
0,0,0,0,1211,0,0,0,10
0,0,0,0,1204,0,0,0,10
0,0,0,0,1213,0,0,0,10
0,0,0,0,1217,0,0,0,10
0,0,0,0,1208,0,0,0,10
0,0,0,0,1190,0,0,0,10
0,0,0,0,1194,0,0,0,10
0,0,0,0,1194,0,0,0,10
0,0,0,0,1212,0,0,0,10
0,0,0,0,1203,0,0,0,10
0,0,0,0,1171,0,0,0,10
0,0,0,0,1170,0,0,0,10
0,0,0,0,1172,0,0,0,10
0,0,0,0,1132,0,0,0,10
0,0,0,0,1121,0,0,0,10
0,0,0,0,1119,0,0,0,10
0,3,0,0,1384,0,0,6,4
36,23,9,0,1199,0,0,8,2
0,0,0,0,867,0,0,0,10
0,0,0,0,672,0,0,0,10
0,0,0,0,623,0,0,0,10
0,0,0,0,604,0,0,0,10
0,0,0,0,595,0,0,0,10
0,0,0,0,575,0,0,0,10
0,0,0,0,596,0,0,0,10
0,0,0,0,609,0,0,0,10
38,55,0,1,765,0,0,2,8
433,145,206,2,1365,0,10,0,0
54,7,17,1,1278,0,0,5,5
621,127,166,3,1329,0,10,0,0
293,230,234,4,960,0,10,0,0
241,74,68,3,420,0,10,0,0
201,161,138,3,342,0,10,0,0
78,116,53,2,206,0,10,0,0
55,59,77,2,141,0,0,9,1
52,17,13,1,139,0,0,7,3
100,120,58,2,120,0,10,0,0
125,268,303,4,132,0,10,0,0
188,403,508,7,283,0,10,0,0
201,262,502,8,430,0,10,0,0
296,85,172,3,239,0,10,0,0
225,84,122,4,202,0,10,0,0
254,224,243,3,153,0,10,0,0
205,51,101,1,166,0,10,0,0
310,364,321,3,150,0,10,0,0
0,43,0,0,29,8,0,0,2
61,59,7,1,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,10,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
13,0,0,1,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
73,119,19,1,0,0,10,0,0
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
69,205,54,1,71,5,0,0,5
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
23,27,6,1,58,6,0,0,4
0,0,0,0,0,1,0,0,9
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,9,6,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,5,0,43,0,0,0,10
0,0,0,0,132,0,0,0,10
0,0,0,0,140,0,0,0,10
0,0,0,0,142,0,0,0,10
0,0,0,0,88,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,8,17,0,83,0,0,0,10
0,0,0,0,92,0,0,0,10
0,0,0,0,96,0,0,0,10
0,0,0,0,100,0,0,0,10
1,34,26,0,113,0,0,0,10
0,12,0,0,82,0,0,0,10
52,61,28,0,36,1,0,0,9
15,107,52,1,68,1,0,0,9
0,0,0,0,56,0,0,0,10
422,318,231,4,142,0,10,0,0
44,53,8,1,0,10,0,0,0
0,0,0,0,0,9,0,0,1
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,5,0,0,5
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,5,0,0,5
0,0,0,0,0,0,0,0,10
0,13,0,0,0,5,0,0,5
90,132,8,3,121,0,10,0,0
0,0,0,0,184,10,0,0,0
0,0,0,0,181,10,0,0,0
102,68,0,0,203,0,10,0,0
10,0,0,0,32,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,4,0,0,6
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
8,0,0,1,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
118,161,27,1,0,0,10,0,0
0,6,0,0,0,1,0,0,9
5,11,1,0,0,2,0,0,8
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
57,29,32,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
11,29,0,1,0,9,0,0,1
0,0,0,0,0,10,0,0,0
0,0,0,0,0,5,0,0,5
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
13,21,22,1,0,5,0,0,5
53,31,37,2,0,10,0,0,0
52,123,21,0,27,2,0,0,8
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
17,29,8,1,0,4,0,0,6
0,0,0,0,25,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,2,0,0,8
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
7,22,0,0,34,5,0,0,5
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
7,0,18,1,0,0,0,0,10
0,0,0,0,0,0,0,0,10
33,108,5,0,126,7,0,0,3
0,0,0,0,280,10,0,0,0
53,84,0,1,199,10,0,0,0
0,5,0,0,0,9,0,0,1
0,6,0,0,0,10,0,0,0
64,134,0,1,135,7,0,0,3
10,0,0,1,260,10,0,0,0
0,0,0,0,251,10,0,0,0
0,0,0,0,245,10,0,0,0
56,26,20,1,249,10,0,0,0
0,0,0,0,251,10,0,0,0
0,0,0,0,247,10,0,0,0
0,0,0,0,242,10,0,0,0
169,73,34,2,282,0,10,0,0
0,0,0,0,546,3,0,0,7
26,70,0,1,495,10,0,0,0
77,71,15,1,224,0,10,0,0
9,19,0,0,159,10,0,0,0
0,0,0,0,106,10,0,0,0
0,0,0,0,70,10,0,0,0
0,0,0,0,48,10,0,0,0
0,0,0,0,21,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,2,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,8,0,0,2
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,10,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
1,0,0,1,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
9,42,10,0,0,10,0,0,0
0,0,0,0,0,4,0,0,6
0,0,0,0,0,0,0,0,10
0,0,4,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,2,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
196,137,55,2,98,0,10,0,0
381,152,171,4,389,0,10,0,0
97,73,19,3,273,0,10,0,0
151,65,24,2,197,0,10,0,0
127,165,103,1,192,0,10,0,0
8,19,2,0,138,10,0,0,0
0,0,0,0,33,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,1,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,7,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,6,6,0,0,10,0,0,0
3,8,16,1,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
27,21,11,0,114,7,0,3,0
290,61,14,2,292,0,10,0,0
481,213,360,4,231,0,10,0,0
460,298,911,5,379,0,10,0,0
395,320,1170,5,439,0,10,0,0
430,160,241,3,419,0,10,0,0
138,66,128,4,629,0,10,0,0
179,173,271,3,771,0,10,0,0
